,YearStart,LocationAbbr,LocationDesc,Question,Data_Value,Data_Value_Alt,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,GeoLocation,LocationID,StratificationCategory1,Stratification1
48328,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,16.7,16.7,432.0,,18 - 24,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),18 - 24
48329,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,25.3,25.3,847.0,,25 - 34,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),25 - 34
48330,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,29.3,29.3,2405.0,,65 or older,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),65 or older
48331,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,33.2,33.2,1027.0,,35 - 44,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),35 - 44
48332,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,33.9,33.9,1445.0,,45 - 54,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),45 - 54
48333,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,23.0,23.0,3248.0,,,College graduate,,,,"(37.54268067400045, -78.45789046299967)",51,Education,College graduate
48334,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,30.3,30.3,2082.0,,,Some college or technical school,,,,"(37.54268067400045, -78.45789046299967)",51,Education,Some college or technical school
48335,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,30.5,30.5,2098.0,,,High school graduate,,,,"(37.54268067400045, -78.45789046299967)",51,Education,High school graduate
48336,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,40.5,40.5,585.0,,,Less than high school,,,,"(37.54268067400045, -78.45789046299967)",51,Education,Less than high school
48337,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,28.8,28.8,3507.0,,,,Male,,,"(37.54268067400045, -78.45789046299967)",51,Gender,Male
48338,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,29.7,29.7,4523.0,,,,Female,,,"(37.54268067400045, -78.45789046299967)",51,Gender,Female
48339,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,25.1,25.1,1100.0,,,,,Data not reported,,"(37.54268067400045, -78.45789046299967)",51,Income,Data not reported
48340,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,25.2,25.2,2668.0,,,,,"$75,000 or greater",,"(37.54268067400045, -78.45789046299967)",51,Income,"$75,000 or greater"
48341,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,29.2,29.2,701.0,,,,,"$25,000 - $34,999",,"(37.54268067400045, -78.45789046299967)",51,Income,"$25,000 - $34,999"
48342,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,30.8,30.8,1109.0,,,,,"$50,000 - $74,999",,"(37.54268067400045, -78.45789046299967)",51,Income,"$50,000 - $74,999"
48343,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,32.4,32.4,916.0,,,,,"$35,000 - $49,999",,"(37.54268067400045, -78.45789046299967)",51,Income,"$35,000 - $49,999"
48344,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,34.0,34.0,1013.0,,,,,"$15,000 - $24,999",,"(37.54268067400045, -78.45789046299967)",51,Income,"$15,000 - $24,999"
48345,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,40.4,40.4,523.0,,,,,"Less than $15,000",,"(37.54268067400045, -78.45789046299967)",51,Income,"Less than $15,000"
48346,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,29.2,29.2,8030.0,Total,,,,,,"(37.54268067400045, -78.45789046299967)",51,Total,Total
48347,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Hawaiian/Pacific Islander
48348,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Other,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Other
48349,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,12.3,12.3,168.0,,,,,,Asian,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Asian
48350,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,24.9,24.9,57.0,,,,,,American Indian/Alaska Native,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,American Indian/Alaska Native
48351,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,27.8,27.8,6016.0,,,,,,Non-Hispanic White,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Non-Hispanic White
48352,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,29.6,29.6,259.0,,,,,,Hispanic,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Hispanic
48353,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,31.9,31.9,117.0,,,,,,2 or more races,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,2 or more races
48354,2015,VA,Virginia,Percent of adults aged 18 years and older who have obesity,39.2,39.2,1260.0,,,,,,Non-Hispanic Black,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Non-Hispanic Black
48355,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,24.9,24.9,432.0,,18 - 24,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),18 - 24
48356,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,34.1,34.1,847.0,,25 - 34,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),25 - 34
48357,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,35.9,35.9,1445.0,,45 - 54,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),45 - 54
48358,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,36.0,36.0,1874.0,,55 - 64,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),55 - 64
48359,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,37.5,37.5,1027.0,,35 - 44,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),35 - 44
48360,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,38.5,38.5,2405.0,,65 or older,,,,,"(37.54268067400045, -78.45789046299967)",51,Age (years),65 or older
48361,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,31.9,31.9,585.0,,,Less than high school,,,,"(37.54268067400045, -78.45789046299967)",51,Education,Less than high school
48362,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,33.9,33.9,2082.0,,,Some college or technical school,,,,"(37.54268067400045, -78.45789046299967)",51,Education,Some college or technical school
48363,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,34.5,34.5,2098.0,,,High school graduate,,,,"(37.54268067400045, -78.45789046299967)",51,Education,High school graduate
48364,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,3248.0,,,College graduate,,,,"(37.54268067400045, -78.45789046299967)",51,Education,College graduate
48365,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,28.4,28.4,4523.0,,,,Female,,,"(37.54268067400045, -78.45789046299967)",51,Gender,Female
48366,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,41.2,41.2,3507.0,,,,Male,,,"(37.54268067400045, -78.45789046299967)",51,Gender,Male
48367,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,25.5,25.5,523.0,,,,,"Less than $15,000",,"(37.54268067400045, -78.45789046299967)",51,Income,"Less than $15,000"
48368,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,32.3,32.3,1100.0,,,,,Data not reported,,"(37.54268067400045, -78.45789046299967)",51,Income,Data not reported
48369,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,33.4,33.4,916.0,,,,,"$35,000 - $49,999",,"(37.54268067400045, -78.45789046299967)",51,Income,"$35,000 - $49,999"
48370,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,33.6,33.6,1013.0,,,,,"$15,000 - $24,999",,"(37.54268067400045, -78.45789046299967)",51,Income,"$15,000 - $24,999"
48371,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,35.9,35.9,1109.0,,,,,"$50,000 - $74,999",,"(37.54268067400045, -78.45789046299967)",51,Income,"$50,000 - $74,999"
48372,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,36.3,36.3,701.0,,,,,"$25,000 - $34,999",,"(37.54268067400045, -78.45789046299967)",51,Income,"$25,000 - $34,999"
48373,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,38.0,38.0,2668.0,,,,,"$75,000 or greater",,"(37.54268067400045, -78.45789046299967)",51,Income,"$75,000 or greater"
48374,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,34.9,34.9,8030.0,Total,,,,,,"(37.54268067400045, -78.45789046299967)",51,Total,Total
48375,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Hawaiian/Pacific Islander,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Hawaiian/Pacific Islander
48376,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,,,,,,,,,Other,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Other
48377,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,30.1,30.1,117.0,,,,,,2 or more races,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,2 or more races
48378,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,31.1,31.1,259.0,,,,,,Hispanic,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Hispanic
48379,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,32.3,32.3,57.0,,,,,,American Indian/Alaska Native,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,American Indian/Alaska Native
48380,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,6016.0,,,,,,Non-Hispanic White,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Non-Hispanic White
48381,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,36.3,36.3,1260.0,,,,,,Non-Hispanic Black,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Non-Hispanic Black
48382,2015,VA,Virginia,Percent of adults aged 18 years and older who have an overweight classification,38.3,38.3,168.0,,,,,,Asian,"(37.54268067400045, -78.45789046299967)",51,Race/Ethnicity,Asian
48383,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,13.6,13.6,805.0,,18 - 24,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),18 - 24
48384,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,24.3,24.3,1311.0,,25 - 34,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),25 - 34
48385,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,27.2,27.2,5491.0,,65 or older,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),65 or older
48386,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,28.0,28.0,1528.0,,35 - 44,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),35 - 44
48387,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,30.0,30.0,2258.0,,45 - 54,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),45 - 54
48388,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,32.0,32.0,3301.0,,55 - 64,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),55 - 64
48389,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,20.1,20.1,6402.0,,,College graduate,,,,"(47.52227862900048, -120.47001078999972)",53,Education,College graduate
48390,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,27.3,27.3,673.0,,,Less than high school,,,,"(47.52227862900048, -120.47001078999972)",53,Education,Less than high school
48391,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,29.4,29.4,3138.0,,,High school graduate,,,,"(47.52227862900048, -120.47001078999972)",53,Education,High school graduate
48392,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,29.4,29.4,4446.0,,,Some college or technical school,,,,"(47.52227862900048, -120.47001078999972)",53,Education,Some college or technical school
48393,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,25.9,25.9,7942.0,,,,Female,,,"(47.52227862900048, -120.47001078999972)",53,Gender,Female
48394,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,26.9,26.9,6752.0,,,,Male,,,"(47.52227862900048, -120.47001078999972)",53,Gender,Male
48395,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,22.0,22.0,2107.0,,,,,Data not reported,,"(47.52227862900048, -120.47001078999972)",53,Income,Data not reported
48396,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,23.0,23.0,4716.0,,,,,"$75,000 or greater",,"(47.52227862900048, -120.47001078999972)",53,Income,"$75,000 or greater"
48397,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,27.4,27.4,2235.0,,,,,"$50,000 - $74,999",,"(47.52227862900048, -120.47001078999972)",53,Income,"$50,000 - $74,999"
48398,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,29.6,29.6,1555.0,,,,,"$15,000 - $24,999",,"(47.52227862900048, -120.47001078999972)",53,Income,"$15,000 - $24,999"
48399,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,29.8,29.8,1880.0,,,,,"$35,000 - $49,999",,"(47.52227862900048, -120.47001078999972)",53,Income,"$35,000 - $49,999"
48400,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,31.4,31.4,1215.0,,,,,"$25,000 - $34,999",,"(47.52227862900048, -120.47001078999972)",53,Income,"$25,000 - $34,999"
48401,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,33.0,33.0,986.0,,,,,"Less than $15,000",,"(47.52227862900048, -120.47001078999972)",53,Income,"Less than $15,000"
48402,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,26.4,26.4,14694.0,Total,,,,,,"(47.52227862900048, -120.47001078999972)",53,Total,Total
48403,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,10.3,10.3,466.0,,,,,,Asian,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Asian
48404,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,22.7,22.7,101.0,,,,,,Other,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Other
48405,2015,WV,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,31.0,31.0,2903.0,,,,Female,,,"(38.66551020200046, -80.71264013499967)",54,Gender,Female
48406,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,25.3,25.3,58.0,,,,,,Hawaiian/Pacific Islander,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Hawaiian/Pacific Islander
48407,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,27.1,27.1,296.0,,,,,,2 or more races,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,2 or more races
48408,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,27.4,27.4,12338.0,,,,,,Non-Hispanic White,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Non-Hispanic White
48409,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,29.0,29.0,174.0,,,,,,American Indian/Alaska Native,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,American Indian/Alaska Native
48410,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,30.5,30.5,789.0,,,,,,Hispanic,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Hispanic
48411,2015,WA,Washington,Percent of adults aged 18 years and older who have obesity,32.8,32.8,261.0,,,,,,Non-Hispanic Black,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Non-Hispanic Black
48412,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,28.8,28.8,805.0,,18 - 24,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),18 - 24
48413,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,34.3,34.3,1311.0,,25 - 34,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),25 - 34
48414,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,36.2,36.2,1528.0,,35 - 44,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),35 - 44
48415,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,37.2,37.2,2258.0,,45 - 54,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),45 - 54
48416,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,38.1,38.1,3301.0,,55 - 64,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),55 - 64
48417,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,39.5,39.5,5491.0,,65 or older,,,,,"(47.52227862900048, -120.47001078999972)",53,Age (years),65 or older
48418,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,35.1,35.1,3138.0,,,High school graduate,,,,"(47.52227862900048, -120.47001078999972)",53,Education,High school graduate
48419,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,35.4,35.4,4446.0,,,Some college or technical school,,,,"(47.52227862900048, -120.47001078999972)",53,Education,Some college or technical school
48420,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,37.3,37.3,673.0,,,Less than high school,,,,"(47.52227862900048, -120.47001078999972)",53,Education,Less than high school
48421,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,37.3,37.3,6402.0,,,College graduate,,,,"(47.52227862900048, -120.47001078999972)",53,Education,College graduate
48422,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,29.9,29.9,7942.0,,,,Female,,,"(47.52227862900048, -120.47001078999972)",53,Gender,Female
48423,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,41.8,41.8,6752.0,,,,Male,,,"(47.52227862900048, -120.47001078999972)",53,Gender,Male
48424,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,32.9,32.9,2107.0,,,,,Data not reported,,"(47.52227862900048, -120.47001078999972)",53,Income,Data not reported
48425,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,33.1,33.1,986.0,,,,,"Less than $15,000",,"(47.52227862900048, -120.47001078999972)",53,Income,"Less than $15,000"
48426,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,34.3,34.3,1215.0,,,,,"$25,000 - $34,999",,"(47.52227862900048, -120.47001078999972)",53,Income,"$25,000 - $34,999"
48427,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,35.0,35.0,1880.0,,,,,"$35,000 - $49,999",,"(47.52227862900048, -120.47001078999972)",53,Income,"$35,000 - $49,999"
48428,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,36.5,36.5,1555.0,,,,,"$15,000 - $24,999",,"(47.52227862900048, -120.47001078999972)",53,Income,"$15,000 - $24,999"
48429,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,37.6,37.6,2235.0,,,,,"$50,000 - $74,999",,"(47.52227862900048, -120.47001078999972)",53,Income,"$50,000 - $74,999"
48430,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,38.2,38.2,4716.0,,,,,"$75,000 or greater",,"(47.52227862900048, -120.47001078999972)",53,Income,"$75,000 or greater"
48431,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,36.1,36.1,14694.0,Total,,,,,,"(47.52227862900048, -120.47001078999972)",53,Total,Total
48432,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,29.5,29.5,466.0,,,,,,Asian,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Asian
48433,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,37.4,37.4,2568.0,,,,Male,,,"(38.66551020200046, -80.71264013499967)",54,Gender,Male
48434,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,33.8,33.8,296.0,,,,,,2 or more races,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,2 or more races
48435,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,35.3,35.3,12338.0,,,,,,Non-Hispanic White,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Non-Hispanic White
48436,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,37.1,37.1,58.0,,,,,,Hawaiian/Pacific Islander,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Hawaiian/Pacific Islander
48437,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,37.2,37.2,174.0,,,,,,American Indian/Alaska Native,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,American Indian/Alaska Native
48438,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,37.6,37.6,101.0,,,,,,Other,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Other
48439,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,41.6,41.6,261.0,,,,,,Non-Hispanic Black,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Non-Hispanic Black
48440,2015,WA,Washington,Percent of adults aged 18 years and older who have an overweight classification,45.6,45.6,789.0,,,,,,Hispanic,"(47.52227862900048, -120.47001078999972)",53,Race/Ethnicity,Hispanic
48441,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,20.7,20.7,353.0,,18 - 24,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),18 - 24
48442,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,30.3,30.3,1700.0,,65 or older,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),65 or older
48443,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,33.2,33.2,532.0,,25 - 34,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),25 - 34
48444,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,40.0,40.0,693.0,,35 - 44,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),35 - 44
48445,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,41.8,41.8,1278.0,,55 - 64,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),55 - 64
48446,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,44.7,44.7,915.0,,45 - 54,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),45 - 54
48447,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,31.4,31.4,1458.0,,,College graduate,,,,"(38.66551020200046, -80.71264013499967)",54,Education,College graduate
48448,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,33.6,33.6,1348.0,,,Some college or technical school,,,,"(38.66551020200046, -80.71264013499967)",54,Education,Some college or technical school
48449,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,36.7,36.7,652.0,,,Less than high school,,,,"(38.66551020200046, -80.71264013499967)",54,Education,Less than high school
48450,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,38.3,38.3,2008.0,,,High school graduate,,,,"(38.66551020200046, -80.71264013499967)",54,Education,High school graduate
48451,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,33.8,33.8,2903.0,,,,Female,,,"(38.66551020200046, -80.71264013499967)",54,Gender,Female
48452,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,30.2,30.2,1083.0,,,,,Data not reported,,"(38.66551020200046, -80.71264013499967)",54,Income,Data not reported
48453,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,33.2,33.2,721.0,,,,,"$35,000 - $49,999",,"(38.66551020200046, -80.71264013499967)",54,Income,"$35,000 - $49,999"
48454,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,33.9,33.9,1023.0,,,,,"$75,000 or greater",,"(38.66551020200046, -80.71264013499967)",54,Income,"$75,000 or greater"
48455,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,38.1,38.1,609.0,,,,,"Less than $15,000",,"(38.66551020200046, -80.71264013499967)",54,Income,"Less than $15,000"
48456,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,38.9,38.9,828.0,,,,,"$15,000 - $24,999",,"(38.66551020200046, -80.71264013499967)",54,Income,"$15,000 - $24,999"
48457,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,39.4,39.4,681.0,,,,,"$50,000 - $74,999",,"(38.66551020200046, -80.71264013499967)",54,Income,"$50,000 - $74,999"
48458,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,41.0,41.0,526.0,,,,,"$25,000 - $34,999",,"(38.66551020200046, -80.71264013499967)",54,Income,"$25,000 - $34,999"
48459,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,35.6,35.6,5471.0,Total,,,,,,"(38.66551020200046, -80.71264013499967)",54,Total,Total
48460,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,,American Indian/Alaska Native,"(38.66551020200046, -80.71264013499967)",54,Race/Ethnicity,American Indian/Alaska Native
48461,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Asian,"(38.66551020200046, -80.71264013499967)",54,Race/Ethnicity,Asian
48462,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hawaiian/Pacific Islander,"(38.66551020200046, -80.71264013499967)",54,Race/Ethnicity,Hawaiian/Pacific Islander
48463,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Hispanic,"(38.66551020200046, -80.71264013499967)",54,Race/Ethnicity,Hispanic
48464,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,,,,,,,,,Other,"(38.66551020200046, -80.71264013499967)",54,Race/Ethnicity,Other
48465,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,35.2,35.2,60.0,,,,,,2 or more races,"(38.66551020200046, -80.71264013499967)",54,Race/Ethnicity,2 or more races
48466,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,35.4,35.4,5097.0,,,,,,Non-Hispanic White,"(38.66551020200046, -80.71264013499967)",54,Race/Ethnicity,Non-Hispanic White
48467,2015,WV,West Virginia,Percent of adults aged 18 years and older who have obesity,44.0,44.0,161.0,,,,,,Non-Hispanic Black,"(38.66551020200046, -80.71264013499967)",54,Race/Ethnicity,Non-Hispanic Black
48468,2015,WV,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,29.6,29.6,353.0,,18 - 24,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),18 - 24
48469,2015,WV,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,34.3,34.3,915.0,,45 - 54,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),45 - 54
48470,2015,WV,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,693.0,,35 - 44,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),35 - 44
48471,2015,WV,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,34.7,34.7,1278.0,,55 - 64,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),55 - 64
48472,2015,WV,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,36.7,36.7,532.0,,25 - 34,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),25 - 34
48473,2015,WV,West Virginia,Percent of adults aged 18 years and older who have an overweight classification,39.9,39.9,1700.0,,65 or older,,,,,"(38.66551020200046, -80.71264013499967)",54,Age (years),65 or older
